action	category	address	old_name	new_name	source	reason
same	sysdolphin	803fda3c	HSD_AObjSetRate	HSD_AObjSetRate	asm/sysdolphin/aobj.s	already named
same	sysdolphin	803fda4c	HSD_AObjSetRewindFrame	HSD_AObjSetRewindFrame	asm/sysdolphin/aobj.s	already named
same	sysdolphin	803fda5c	HSD_AObjSetEndFrame	HSD_AObjSetEndFrame	asm/sysdolphin/aobj.s	already named
same	sysdolphin	803fda6c	HSD_AObjSetCurrentFrame	HSD_AObjSetCurrentFrame	asm/sysdolphin/aobj.s	already named
rename	sysdolphin	803fdac0	fn_803FDAC0	_HSD_AObjForgetMemory	asm/sysdolphin/aobj.s	generic local name
same	sysdolphin	803ff8e4	HSD_LightID2Index	HSD_LightID2Index	asm/sysdolphin/lobj.s	already named
same	sysdolphin	803ffc4c	HSD_LObjSetColor	HSD_LObjSetColor	asm/sysdolphin/lobj.s	already named
same	sysdolphin	803ffc58	HSD_LObjGetColor	HSD_LObjGetColor	asm/sysdolphin/lobj.s	already named
same	sysdolphin	803ffc64	HSD_LObjSetPosition	HSD_LObjSetPosition	asm/sysdolphin/lobj.s	already named
same	sysdolphin	803ffcec	HSD_LObjGetPosition	HSD_LObjGetPosition	asm/sysdolphin/lobj.s	already named
same	sysdolphin	803ffd2c	HSD_LObjSetInterest	HSD_LObjSetInterest	asm/sysdolphin/lobj.s	already named
same	sysdolphin	803ffdb4	HSD_LObjGetInterest	HSD_LObjGetInterest	asm/sysdolphin/lobj.s	already named
same	sysdolphin	803ffdf4	HSD_LObjGetPositionWObj	HSD_LObjGetPositionWObj	asm/sysdolphin/lobj.s	already named
same	sysdolphin	803ffe0c	HSD_LObjGetInterestWObj	HSD_LObjGetInterestWObj	asm/sysdolphin/lobj.s	already named
same	sysdolphin	80400654	LObjInfoInit	LObjInfoInit	asm/sysdolphin/lobj.s	already named
skip	sysdolphin	804006d4	HSD_CObjSetViewportScale	HSD_CObjEraseScreen	asm/sysdolphin/cobj.s	local name is non-generic
same	sysdolphin	80400878	HSD_CObjAddAnim	HSD_CObjAddAnim	asm/sysdolphin/cobj.s	already named
skip	sysdolphin	804008f4	CObjUpdateFunc	HSD_CObjUpdateFunc	asm/sysdolphin/cobj.s	local name is non-generic
same	sysdolphin	80400a38	HSD_CObjAnim	HSD_CObjAnim	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80400a88	HSD_CObjReqAnim	HSD_CObjReqAnim	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80400ae4	setupTopHalfCamera	setupTopHalfCamera	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80400d48	setupBottomHalfCamera	setupBottomHalfCamera	asm/sysdolphin/cobj.s	already named
rename	sysdolphin	80401150	fn_80401150	HSD_CObjSetCurrent	asm/sysdolphin/cobj.s	generic local name
same	sysdolphin	804016c4	HSD_CObjEndCurrent	HSD_CObjEndCurrent	asm/sysdolphin/cobj.s	already named
same	sysdolphin	804016e8	HSD_CObjGetInterestWObj	HSD_CObjGetInterestWObj	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80401728	HSD_CObjGetEyePositionWObj	HSD_CObjGetEyePositionWObj	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80401768	HSD_CObjGetInterest	HSD_CObjGetInterest	asm/sysdolphin/cobj.s	already named
same	sysdolphin	804017d4	HSD_CObjSetInterest	HSD_CObjSetInterest	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80401840	HSD_CObjGetEyePosition	HSD_CObjGetEyePosition	asm/sysdolphin/cobj.s	already named
same	sysdolphin	804018ac	HSD_CObjSetEyePosition	HSD_CObjSetEyePosition	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80401a9c	HSD_CObjGetEyeDistance	HSD_CObjGetEyeDistance	asm/sysdolphin/cobj.s	already named
skip	sysdolphin	80402138	HSD_CObjSetUpVector	HSD_CObjGetUpVector	asm/sysdolphin/cobj.s	local name is non-generic
same	sysdolphin	804026a8	HSD_CObjSetMtxDirty	HSD_CObjSetMtxDirty	asm/sysdolphin/cobj.s	already named
same	sysdolphin	804026b8	HSD_CObjMtxIsDirty	HSD_CObjMtxIsDirty	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402704	HSD_CObjGetViewingMtx	HSD_CObjGetViewingMtx	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402738	HSD_CObjGetInvViewingMtxPtrDirect	HSD_CObjGetInvViewingMtxPtrDirect	asm/sysdolphin/cobj.s	already named
skip	sysdolphin	80402ba4	vec_normalize_check	upvec2roll	asm/sysdolphin/cobj.s	local name is non-generic
same	sysdolphin	80402c2c	HSD_CObjGetFov	HSD_CObjGetFov	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402c50	HSD_CObjSetFov	HSD_CObjSetFov	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402c70	HSD_CObjGetAspect	HSD_CObjGetAspect	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402c94	HSD_CObjSetAspect	HSD_CObjSetAspect	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402cb4	HSD_CObjGetNear	HSD_CObjGetNear	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402ccc	HSD_CObjSetNear	HSD_CObjSetNear	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402cdc	HSD_CObjGetFar	HSD_CObjGetFar	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402cf4	HSD_CObjSetFar	HSD_CObjSetFar	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402d04	HSD_CObjGetScissor	HSD_CObjGetScissor	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402d20	HSD_CObjSetScissor	HSD_CObjSetScissor	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402d3c	HSD_CObjSetScissorx4	HSD_CObjSetScissorx4	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402dbc	HSD_CObjGetViewportf	HSD_CObjGetViewportf	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402de8	HSD_CObjSetViewport	HSD_CObjSetViewport	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402e74	HSD_CObjSetViewportf	HSD_CObjSetViewportf	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402ea0	HSD_CObjSetViewportfx4	HSD_CObjSetViewportfx4	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402ebc	HSD_CObjGetProjectionType	HSD_CObjGetProjectionType	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402ed4	HSD_CObjSetProjectionType	HSD_CObjSetProjectionType	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402ee4	HSD_CObjSetFrustum	HSD_CObjSetFrustum	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402f08	HSD_CObjSetOrtho	HSD_CObjSetOrtho	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402f2c	HSD_CObjSetFlags	HSD_CObjSetFlags	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402f44	HSD_CObjClearFlags	HSD_CObjClearFlags	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402f5c	HSD_CObjGetCurrent	HSD_CObjGetCurrent	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80402f64	HSD_CObjAlloc	HSD_CObjAlloc	asm/sysdolphin/cobj.s	already named
skip	sysdolphin	80402fc0	CObjLoad	HSD_CObjLoad	asm/sysdolphin/cobj.s	local name is non-generic
same	sysdolphin	804031ec	HSD_CObjLoadDesc	HSD_CObjLoadDesc	asm/sysdolphin/cobj.s	already named
same	sysdolphin	804032b0	CObjInit	CObjInit	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80403324	CObjRelease	CObjRelease	asm/sysdolphin/cobj.s	already named
same	sysdolphin	804034a8	CObjAmnesia	CObjAmnesia	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80403508	CObjInfoInit	CObjInfoInit	asm/sysdolphin/cobj.s	already named
same	sysdolphin	80404928	HSD_FObjInterpretAnim	HSD_FObjInterpretAnim	asm/sysdolphin/fobj.s	already named
same	sysdolphin	80404ffc	HSD_FObjInterpretAnimAll	HSD_FObjInterpretAnimAll	asm/sysdolphin/fobj.s	already named
same	sysdolphin	8040506c	HSD_FObjLoadDesc	HSD_FObjLoadDesc	asm/sysdolphin/fobj.s	already named
same	sysdolphin	80405294	HSD_FObjAlloc	HSD_FObjAlloc	asm/sysdolphin/fobj.s	already named
same	sysdolphin	804052f0	HSD_FObjFree	HSD_FObjFree	asm/sysdolphin/fobj.s	already named
same	sysdolphin	804054ac	PObjUpdateFunc	PObjUpdateFunc	asm/sysdolphin/pobj.s	already named
same	sysdolphin	804054f8	HSD_PObjAnimAll	HSD_PObjAnimAll	asm/sysdolphin/pobj.s	already named
same	sysdolphin	80405554	PObjLoad	PObjLoad	asm/sysdolphin/pobj.s	already named
same	sysdolphin	80405790	HSD_PObjLoadDesc	HSD_PObjLoadDesc	asm/sysdolphin/pobj.s	already named
same	sysdolphin	80405828	HSD_PObjRemoveAll	HSD_PObjRemoveAll	asm/sysdolphin/pobj.s	already named
skip	sysdolphin	8040589c	HSD_PObjSetCurrent	HSD_PObjSetDefaultClass	asm/sysdolphin/pobj.s	local name is non-generic
same	sysdolphin	8040590c	HSD_PObjAlloc	HSD_PObjAlloc	asm/sysdolphin/pobj.s	already named
skip	sysdolphin	80405968	kar_object__80405968	HSD_PObjResolveRefsAll	asm/sysdolphin/pobj.s	local name is non-generic
same	sysdolphin	80405b3c	HSD_ClearVtxDesc	HSD_ClearVtxDesc	asm/sysdolphin/pobj.s	already named
same	sysdolphin	80405b68	get_shape_vertex_xyz	get_shape_vertex_xyz	asm/sysdolphin/pobj.s	already named
same	sysdolphin	80405ef4	get_shape_normal_xyz	get_shape_normal_xyz	asm/sysdolphin/pobj.s	already named
same	sysdolphin	80406280	get_shape_nbt_xyz	get_shape_nbt_xyz	asm/sysdolphin/pobj.s	already named
same	sysdolphin	80406688	interpretShapeAnimDisplayList	interpretShapeAnimDisplayList	asm/sysdolphin/pobj.s	already named
same	sysdolphin	804069ac	drawShapeAnim	drawShapeAnim	asm/sysdolphin/pobj.s	already named
same	sysdolphin	804070d4	HSD_PObjClearMtxMark	HSD_PObjClearMtxMark	asm/sysdolphin/pobj.s	already named
same	sysdolphin	804070ec	SetupSharedVtxModelMtx	SetupSharedVtxModelMtx	asm/sysdolphin/pobj.s	already named
same	sysdolphin	8040736c	SetupEnvelopeModelMtx	SetupEnvelopeModelMtx	asm/sysdolphin/pobj.s	already named
same	sysdolphin	804076f4	PObjSetupMtx	PObjSetupMtx	asm/sysdolphin/pobj.s	already named
same	sysdolphin	80407988	HSD_PObjDisp	HSD_PObjDisp	asm/sysdolphin/pobj.s	already named
same	sysdolphin	80407c70	PObjRelease	PObjRelease	asm/sysdolphin/pobj.s	already named
same	sysdolphin	80407d9c	PObjAmnesia	PObjAmnesia	asm/sysdolphin/pobj.s	already named
same	sysdolphin	80407e48	PObjInfoInit	PObjInfoInit	asm/sysdolphin/pobj.s	already named
same	sysdolphin	80407ee0	HSD_JObjCheckDepend	HSD_JObjCheckDepend	asm/sysdolphin/jobj.s	already named
same	sysdolphin	8040a7b8	HSD_JObjDispAll	HSD_JObjDispAll	asm/sysdolphin/jobj.s	already named
same	sysdolphin	8040afe8	HSD_JObjLoadJoint	HSD_JObjLoadJoint	asm/sysdolphin/jobj.s	already named
same	sysdolphin	8040b528	HSD_JObjUnref	HSD_JObjUnref	asm/sysdolphin/jobj.s	already named
same	sysdolphin	8040d6b4	HSD_JObjSetupMatrixSub	HSD_JObjSetupMatrixSub	asm/sysdolphin/jobj.s	already named
same	sysdolphin	8040e360	HSD_ZListInitAllocData	HSD_ZListInitAllocData	asm/sysdolphin/displayfunc.s	already named
same	sysdolphin	8040f684	_HSD_ZListSort	_HSD_ZListSort	asm/sysdolphin/displayfunc.s	already named
same	sysdolphin	8040f6d4	_HSD_ZListDisp	_HSD_ZListDisp	asm/sysdolphin/displayfunc.s	already named
same	sysdolphin	8040f79c	_HSD_ZListClear	_HSD_ZListClear	asm/sysdolphin/displayfunc.s	already named
skip	sysdolphin	8040f8a4	kar_displayfunc_draw_viewport_scale_quad	HSD_EraseRect	asm/sysdolphin/displayfunc.s	local name is non-generic
rename	sysdolphin	8040fbe8	fn_8040FBE8	_HSD_DispForgetMemory	asm/sysdolphin/displayfunc.s	generic local name
same	sysdolphin	8040fd5c	HSD_AllocateXFB	HSD_AllocateXFB	asm/sysdolphin/initialize.s	already named
same	sysdolphin	8040fe90	HSD_AllocateFIFO	HSD_AllocateFIFO	asm/sysdolphin/initialize.s	already named
same	sysdolphin	8040fee0	HSD_GXInit	HSD_GXInit	asm/sysdolphin/initialize.s	already named
same	sysdolphin	8040ff8c	HSD_OSInit	HSD_OSInit	asm/sysdolphin/initialize.s	already named
same	sysdolphin	8041053c	HSD_GetCurrentRenderPass	HSD_GetCurrentRenderPass	asm/sysdolphin/initialize.s	already named
same	sysdolphin	80410544	HSD_StartRender	HSD_StartRender	asm/sysdolphin/initialize.s	already named
same	sysdolphin	8041065c	HSD_ObjInit	HSD_ObjInit	asm/sysdolphin/initialize.s	already named
same	sysdolphin	804107b4	HSD_SetInitParameter	HSD_SetInitParameter	asm/sysdolphin/initialize.s	already named
same	sysdolphin	80410a90	HSD_VISetUserPreRetraceCallback	HSD_VISetUserPreRetraceCallback	asm/sysdolphin/video.s	already named
same	sysdolphin	80411a84	HSD_VIInit	HSD_VIInit	asm/sysdolphin/video.s	already named
rename	sysdolphin	80414148	fn_80414148	HSD_PadInit	asm/sysdolphin/controller.s	generic local name
same	sysdolphin	80414374	HSD_PadRumbleOn	HSD_PadRumbleOn	asm/sysdolphin/rumble.s	already named
same	sysdolphin	804143f4	HSD_PadRumbleOffH	HSD_PadRumbleOffH	asm/sysdolphin/rumble.s	already named
skip	sysdolphin	80414474	HSD_PadRumbleOffN	HSD_PadRumbleFree	asm/sysdolphin/rumble.s	local name is non-generic
same	sysdolphin	804144f4	HSD_PadRumbleRemove	HSD_PadRumbleRemove	asm/sysdolphin/rumble.s	already named
same	sysdolphin	804145b8	HSD_PadRumbleRemoveAll	HSD_PadRumbleRemoveAll	asm/sysdolphin/rumble.s	already named
same	sysdolphin	80414694	HSD_PadRumbleRemoveId	HSD_PadRumbleRemoveId	asm/sysdolphin/rumble.s	already named
same	sysdolphin	80414770	HSD_PadRumblePauseAll	HSD_PadRumblePauseAll	asm/sysdolphin/rumble.s	already named
same	sysdolphin	80414820	HSD_PadRumbleActiveAll	HSD_PadRumbleActiveAll	asm/sysdolphin/rumble.s	already named
skip	sysdolphin	804148d0	HSD_PadRumbleAdd	HSD_PadRumbleActiveId	asm/sysdolphin/rumble.s	local name is non-generic
same	sysdolphin	804149f8	HSD_PadRumbleInterpret1	HSD_PadRumbleInterpret1	asm/sysdolphin/rumble.s	already named
same	sysdolphin	80414b88	HSD_PadRumbleInterpret	HSD_PadRumbleInterpret	asm/sysdolphin/rumble.s	already named
same	sysdolphin	80414cb0	HSD_PadRumbleInit	HSD_PadRumbleInit	asm/sysdolphin/rumble.s	already named
same	sysdolphin	80414e84	splGetHelmite	splGetHelmite	asm/sysdolphin/spline.s	already named
same	sysdolphin	80415958	splArcLengthPoint	splArcLengthPoint	asm/sysdolphin/spline.s	already named
same	sysdolphin	80415c08	HSD_MtxInverseConcat	HSD_MtxInverseConcat	asm/sysdolphin/mtx.s	already named
rename	sysdolphin	80417cd4	fn_80417CD4	HSD_VecGetAllocData	asm/sysdolphin/mtx.s	generic local name
same	sysdolphin	80417ce0	HSD_VecInitAllocData	HSD_VecInitAllocData	asm/sysdolphin/mtx.s	already named
rename	sysdolphin	80417d10	fn_80417D10	HSD_MtxGetAllocData	asm/sysdolphin/mtx.s	generic local name
same	sysdolphin	80417d1c	HSD_MtxInitAllocData	HSD_MtxInitAllocData	asm/sysdolphin/mtx.s	already named
same	sysdolphin	80417db8	HSD_GetNbBits	HSD_GetNbBits	asm/sysdolphin/util.s	already named
same	sysdolphin	80417e78	HSD_ObjSetHeap	HSD_ObjSetHeap	asm/sysdolphin/objalloc.s	already named
same	sysdolphin	80417e94	HSD_ObjAllocAddFree	HSD_ObjAllocAddFree	asm/sysdolphin/objalloc.s	already named
same	sysdolphin	804180e4	HSD_ObjAlloc	HSD_ObjAlloc	asm/sysdolphin/objalloc.s	already named
same	sysdolphin	80418234	HSD_ObjFree	HSD_ObjFree	asm/sysdolphin/objalloc.s	already named
same	sysdolphin	8041825c	HSD_ObjAllocInit	HSD_ObjAllocInit	asm/sysdolphin/objalloc.s	already named
rename	sysdolphin	80418380	fn_80418380	_HSD_ObjAllocForgetMemory	asm/sysdolphin/objalloc.s	generic local name
same	sysdolphin	80418708	HSD_RObjGetGlobalPosition	HSD_RObjGetGlobalPosition	asm/sysdolphin/robj.s	already named
same	sysdolphin	80419530	HSD_RObjResolveRefsAll	HSD_RObjResolveRefsAll	asm/sysdolphin/robj.s	already named
same	sysdolphin	80419644	HSD_RObjLoadDesc	HSD_RObjLoadDesc	asm/sysdolphin/robj.s	already named
same	sysdolphin	80419b2c	HSD_RObjRemoveAll	HSD_RObjRemoveAll	asm/sysdolphin/robj.s	already named
same	sysdolphin	8041b0fc	HSD_FogSet	HSD_FogSet	asm/sysdolphin/fog.s	already named
same	sysdolphin	8041b450	HSD_FogInit	HSD_FogInit	asm/sysdolphin/fog.s	already named
same	sysdolphin	8041b91c	FogInfoInit	FogInfoInit	asm/sysdolphin/fog.s	already named
same	sysdolphin	8041b980	FogAdjInfoInit	FogAdjInfoInit	asm/sysdolphin/fog.s	already named
same	sysdolphin	8041b9c4	HSD_PerfInitStat	HSD_PerfInitStat	asm/sysdolphin/pref.s	already named
same	sysdolphin	8041ba28	HSD_PerfSetStartTime	HSD_PerfSetStartTime	asm/sysdolphin/pref.s	already named
same	sysdolphin	8041ba50	HSD_PerfSetCPUTime	HSD_PerfSetCPUTime	asm/sysdolphin/pref.s	already named
same	sysdolphin	8041bac4	HSD_PerfSetDrawTime	HSD_PerfSetDrawTime	asm/sysdolphin/pref.s	already named
same	sysdolphin	8041bb3c	HSD_PerfSetTotalTime	HSD_PerfSetTotalTime	asm/sysdolphin/pref.s	already named
same	sysdolphin	8041bbb4	HSD_PerfCountEnvelopeBlending	HSD_PerfCountEnvelopeBlending	asm/sysdolphin/pref.s	already named
same	sysdolphin	8041cd84	_HSD_MemSetCallbacks	_HSD_MemSetCallbacks	asm/sysdolphin/memory.s	already named
same	sysdolphin	8041cdf8	_HSD_MemAlloc	_HSD_MemAlloc	asm/sysdolphin/memory.s	already named
skip	sysdolphin	8041ce24	_HSD_MemGetRemain	_HSD_MemFree	asm/sysdolphin/memory.s	local name is non-generic
skip	sysdolphin	8041ce54	_HSD_MemClear	_HSD_MemGetRemain	asm/sysdolphin/memory.s	local name is non-generic
same	sysdolphin	8041ce84	_HSD_MemCheckOwn	_HSD_MemCheckOwn	asm/sysdolphin/memory.s	already named
same	sysdolphin	8041ceb4	HSD_Free	HSD_Free	asm/sysdolphin/memory.s	already named
same	sysdolphin	8041cee4	HSD_Alloc	HSD_Alloc	asm/sysdolphin/memory.s	already named
same	sysdolphin	8041da78	makeMatrix	makeMatrix	asm/sysdolphin/shadow.s	already named
same	sysdolphin	8041dbb8	HSD_ShadowSetViewingRect	HSD_ShadowSetViewingRect	asm/sysdolphin/shadow.s	already named
skip	sysdolphin	8041e014	HSD_ViewingRectAddRect	Shadows_SmoothEdges_Math	asm/sysdolphin/shadow.s	local name is non-generic
same	sysdolphin	8041e5e0	HSD_Rand	HSD_Rand	asm/sysdolphin/random.s	already named
same	sysdolphin	8041e610	HSD_Randf	HSD_Randf	asm/sysdolphin/random.s	already named
same	sysdolphin	8041e668	HSD_Randi	HSD_Randi	asm/sysdolphin/random.s	already named
same	sysdolphin	8041e6d8	HSD_ByteCodeEval	HSD_ByteCodeEval	asm/sysdolphin/bytecode.s	already named
same	sysdolphin	804216c0	HSD_HashSearch	HSD_HashSearch	asm/sysdolphin/hash.s	already named
same	sysdolphin	804217c0	HSD_TExpGetType	HSD_TExpGetType	asm/sysdolphin/texp.s	already named
same	sysdolphin	804217fc	HSD_TExpRef	HSD_TExpRef	asm/sysdolphin/texp.s	already named
same	sysdolphin	80421884	HSD_TExpUnref	HSD_TExpUnref	asm/sysdolphin/texp.s	already named
same	sysdolphin	80421e00	HSD_TExpFreeList	HSD_TExpFreeList	asm/sysdolphin/texp.s	already named
same	sysdolphin	80422120	HSD_TExpTev	HSD_TExpTev	asm/sysdolphin/texp.s	already named
same	sysdolphin	804221e0	HSD_TExpCnst	HSD_TExpCnst	asm/sysdolphin/texp.s	already named
same	sysdolphin	80422300	HSD_TExpColorOp	HSD_TExpColorOp	asm/sysdolphin/texp.s	already named
same	sysdolphin	804223e8	HSD_TExpAlphaOp	HSD_TExpAlphaOp	asm/sysdolphin/texp.s	already named
same	sysdolphin	804224d0	HSD_TExpColorInSub	HSD_TExpColorInSub	asm/sysdolphin/texp.s	already named
same	sysdolphin	80422a88	HSD_TExpColorIn	HSD_TExpColorIn	asm/sysdolphin/texp.s	already named
same	sysdolphin	80422b90	HSD_TExpAlphaInSub	HSD_TExpAlphaInSub	asm/sysdolphin/texp.s	already named
same	sysdolphin	80422f88	HSD_TExpAlphaIn	HSD_TExpAlphaIn	asm/sysdolphin/texp.s	already named
same	sysdolphin	80423090	HSD_TExpOrder	HSD_TExpOrder	asm/sysdolphin/texp.s	already named
same	sysdolphin	80424128	HSD_TExpSetReg	HSD_TExpSetReg	asm/sysdolphin/texp.s	already named
same	sysdolphin	80424624	HSD_TExpSetupTev	HSD_TExpSetupTev	asm/sysdolphin/texp.s	already named
same	sysdolphin	80424690	HSD_TExpCompile	HSD_TExpCompile	asm/sysdolphin/texp.s	already named
same	sysdolphin	80424940	HSD_TExpFreeTevDesc	HSD_TExpFreeTevDesc	asm/sysdolphin/texp.s	already named
same	sysdolphin	80424980	assign_reg	assign_reg	asm/sysdolphin/texpdag.s	already named
same	sysdolphin	804251a0	HSD_TExpMakeDag	HSD_TExpMakeDag	asm/sysdolphin/texpdag.s	already named
same	sysdolphin	80425650	HSD_TExpSchedule	HSD_TExpSchedule	asm/sysdolphin/texpdag.s	already named
same	sysdolphin	8042810c	HSD_TExpSimplify	HSD_TExpSimplify	asm/sysdolphin/texpdag.s	already named
same	sysdolphin	8042819c	HSD_TExpSimplify2	HSD_TExpSimplify2	asm/sysdolphin/texpdag.s	already named
same	sysdolphin	80428398	HSD_SaveContext	HSD_SaveContext	asm/sysdolphin/debug.s	already named
same	sysdolphin	804284b8	__assert	__assert	asm/sysdolphin/debug.s	already named
same	sysdolphin	80428514	HSD_Panic	HSD_Panic	asm/sysdolphin/debug.s	already named
skip	sysdolphin	804288a4	HSD_GObjProcCreate	HSD_GObj_AddProc	asm/sysdolphin/gobjproc.s	local name is non-generic
skip	sysdolphin	80429464	HSD_GObjGXLink_Internal	HSD_GObj_AddGXLink_2	asm/sysdolphin/gobjgxlink.s	local name is non-generic
skip	sysdolphin	80429690	HSD_GObjGXLink	HSD_GObj_AddGXLink	asm/sysdolphin/gobjgxlink.s	local name is non-generic
skip	sysdolphin	80429ed4	HSD_GObjProcRunAll	HSD_GObj_DispatchProc	asm/sysdolphin/gobj.s	local name is non-generic
skip	sysdolphin	8042a0b4	GObj_SetTextureCamera	HSD_GObj_DispatchGXLink	asm/sysdolphin/gobj.s	local name is non-generic
skip	game_asm	8042cba4	kar_particle__near_8042cba4	HSD_JObjSetupMatrix	asm/text_8042AD44.s	category not enabled
skip	game_asm	804309e8	kar_generator__804309e8	generateParticle	asm/text_8042AD44.s	category not enabled
skip	game_asm	8043f5d4	kar_pslist__near_8043f5d4	HSD_PadRenewRawStatus	asm/text_8042AD44.s	category not enabled
skip	sysdolphin	804443e4	kar_axdriver_set_output_effect	AXDriverSetupAux	asm/sysdolphin/axdriver.s	local name is non-generic
skip	sysdolphin	804447f8	kar_axdriver_configure_output_effect	Audio_InitReverb	asm/sysdolphin/axdriver.s	local name is non-generic
skip	game_asm	8045be58	kar_gcpmemcard_set_worker_entry	TRKTargetSetInputPendingPtr	asm/text_804452A0.s	category not enabled
skip	game_asm	8045c748	kar_gcpmemcard_decode_sector_payload	debug_memCard_reqLoad	asm/text_804452A0.s	category not enabled
skip	game_asm	8045d684	kar_gcpmemcard__near_8045d684	cPlayer_PostPhysicsUpdate	asm/text_804452A0.s	category not enabled
skip	game_asm	8045d6f4	kar_gcpmemcard__near_8045d6f4	HVQM4BufvCreate	asm/text_804452A0.s	category not enabled
skip	game_asm	8045d874	kar_gcpmemcard__near_8045d874	HVQM4BufvSetFree	asm/text_804452A0.s	category not enabled
skip	game_asm	8045d8e0	kar_gcpmemcard__near_8045d8e0	HVQM4BufvGetFree	asm/text_804452A0.s	category not enabled
skip	game_asm	8045daa4	kar_gcpmemcard__near_8045daa4	HVQM4BufvChkDisp	asm/text_804452A0.s	category not enabled
skip	game_asm	8045dae4	kar_gcpmemcard__near_8045dae4	HVQM4BufaCreate	asm/text_804452A0.s	category not enabled
skip	game_asm	8045dc00	kar_gcpmemcard__near_8045dc00	LexicalCast	asm/text_804452A0.s	category not enabled
skip	game_asm	8045dc24	kar_gcpmemcard__near_8045dc24	HVQM4BufaSetFree	asm/text_804452A0.s	category not enabled
skip	game_asm	8045dc8c	kar_gcpmemcard__near_8045dc8c	HVQM4BufaGetFree	asm/text_804452A0.s	category not enabled
skip	game_asm	8045ddec	kar_gcpmemcard__near_8045ddec	HVQM4BufvChkFree	asm/text_804452A0.s	category not enabled
skip	game_asm	8045f6b8	kar_hvqm4playerdx__near_8045f6b8	setDoneCallFunc	asm/text_804452A0.s	category not enabled
skip	game_asm	8045f6c4	kar_hvqm4playerdx__near_8045f6c4	HVQM4PlayerExStart	asm/text_804452A0.s	category not enabled
skip	game_asm	8045f838	kar_hvqm4playerdx__near_8045f838	UpdatePlay	asm/text_804452A0.s	category not enabled
skip	game_asm	8045f938	kar_hvqm4playerdx__near_8045f938	HVQM4PlayerExGetMaxAudioTrack	asm/text_804452A0.s	category not enabled
skip	game_asm	8045f944	kar_hvqm4playerdx__near_8045f944	HVQM4PlayerExControlNormal	asm/text_804452A0.s	category not enabled
skip	game_asm	8045fa14	kar_hvqm4playerdx__near_8045fa14	HVQM4PlayerExControlStep	asm/text_804452A0.s	category not enabled
skip	game_asm	8045fa70	kar_hvqm4playerdx__near_8045fa70	HVQM4PlayerExControlExit	asm/text_804452A0.s	category not enabled
skip	game_asm	8046454c	fn_8046454C	HVQM4InitSeqObj	asm/text_804452A0.s	category not enabled
skip	game_asm	80464570	fn_80464570	HVQM4BuffSize	asm/text_804452A0.s	category not enabled
skip	game_asm	80464c9c	fn_80464C9C	HVQM4DecodeIpic	asm/text_804452A0.s	category not enabled
skip	game_asm	804650f0	fn_804650F0	HVQM4DecodePpic	asm/text_804452A0.s	category not enabled
skip	game_asm	80465114	fn_80465114	HVQM4DecodeBpic	asm/text_804452A0.s	category not enabled
skip	game_asm	8046559c	fn_8046559C	HVQM4DecodeAdpcmCh1	asm/text_804452A0.s	category not enabled
skip	game_asm	804657c0	fn_804657C0	HVQM4DecodeAdpcmCh2	asm/text_804452A0.s	category not enabled
skip	game_asm	80465bc8	fn_80465BC8	HVQM4DecodeAdp8xCh2	asm/text_804452A0.s	category not enabled
skip	game_asm	80465cc0	fn_80465CC0	HVQM4DecSoundCreate	asm/text_804452A0.s	category not enabled
skip	game_asm	80465d18	fn_80465D18	HVQM4DecSoundClose	asm/text_804452A0.s	category not enabled
skip	game_asm	80465d4c	fn_80465D4C	HVQM4DecSoundDecode	asm/text_804452A0.s	category not enabled
