action	category	address	old_name	new_name	source	reason
same	runtime_sdk	80003100	memset	memset	asm/Runtime.PPCEABI.H/__mem.s	already named
same	runtime_sdk	80003130	__fill_mem	__fill_mem	asm/Runtime.PPCEABI.H/__mem.s	already named
same	runtime_sdk	800031e8	memcpy	memcpy	asm/Runtime.PPCEABI.H/__mem.s	already named
skip	game_asm	80003238	fn_80003238	TRK_memset	asm/TRK_MINNOW_DOLPHIN/mem_TRK.s	category not enabled
skip	game_asm	80003268	TRK_memcpy	TRK_memcpy	asm/TRK_MINNOW_DOLPHIN/mem_TRK.s	category not enabled
skip	game_asm	8000328c	gTRKInterruptVectorTable	gTRKInterruptVectorTable	asm/TRK_MINNOW_DOLPHIN/__exception.s	category not enabled
skip	game_asm	800051c0	TEA_HotReset	gTRKInterruptVectorTableEnd	asm/TRK_MINNOW_DOLPHIN/__exception.s	category not enabled
skip	game_asm	800051c0	gTRKInterruptVectorTableEnd	gTRKInterruptVectorTableEnd	asm/TRK_MINNOW_DOLPHIN/__exception.s	category not enabled
same	runtime_sdk	800054ec	__init_hardware	__init_hardware	asm/os/__ppc_eabi_init.s	already named
same	runtime_sdk	80005510	__flush_cache	__flush_cache	asm/os/__ppc_eabi_init.s	already named
skip	game_asm	80005800	fn_80005800	Pad_InitCallback	asm/gmmain.s	category not enabled
skip	game_asm	80005898	main	main	asm/gmmain.s	category not enabled
skip	game_asm	80005d78	kar_gmmain__near_80005d78	gmSetFreezeGameFlag	asm/gmglobal.s	category not enabled
skip	game_asm	80005dcc	kar_gmmain__near_80005dcc	gmUnsetFreezeGameFlag	asm/gmglobal.s	category not enabled
skip	game_asm	800067a4	kar_gmmain__near_800067a4	branchToMiscFunction	asm/gmglobal.s	category not enabled
skip	game_asm	80006c14	kar_gmmain__near_80006c14	gmGetGlobalP	asm/gmglobal.s	category not enabled
skip	game_asm	80006c20	kar_gmmain__near_80006c20	gmGetClearcheckerP	asm/gmglobal.s	category not enabled
skip	game_asm	80006c38	kar_gmmain__near_80006c38	gmGetUnkP	asm/gmglobal.s	category not enabled
skip	game_asm	80006eec	kar_gmmain__near_80006eec	memcard_storeValuesIntoMemory	asm/gmglobal.s	category not enabled
skip	game_asm	8000714c	kar_gmglobal__8000714c	memcard_StoreDefaultValues	asm/gmglobal.s	category not enabled
skip	game_asm	80007640	kar_gmglobal__near_80007640	hwActivateStudio	asm/gmglobal.s	category not enabled
skip	game_asm	80007660	kar_gmglobal__near_80007660	gmGet_Dist	asm/gmglobal.s	category not enabled
skip	game_asm	80007670	kar_gmglobal__near_80007670	gmSet_Dist	asm/gmglobal.s	category not enabled
skip	game_asm	80007680	kar_gmglobal__near_80007680	gmGet_Language	asm/gmglobal.s	category not enabled
skip	game_asm	80007690	kar_gmglobal__near_80007690	gmSet_Language	asm/gmglobal.s	category not enabled
skip	game_asm	800076a0	kar_gmglobal__800076a0	gmGetClearcheckerTypeP	asm/gmglobal.s	category not enabled
skip	game_asm	8000771c	kar_gmglobal__near_8000771c	gmGetClearcheckerType0Ptr	asm/gmglobal.s	category not enabled
skip	game_asm	8000772c	kar_gmglobal__near_8000772c	gmGetClearcheckerType1Ptr	asm/gmglobal.s	category not enabled
skip	game_asm	8000773c	kar_gmglobal__near_8000773c	gmGetClearcheckerType1_2Ptr	asm/gmglobal.s	category not enabled
skip	game_asm	8000774c	kar_gmglobal__near_8000774c	gmGetClearcheckerType2Ptr	asm/gmglobal.s	category not enabled
skip	game_asm	8000775c	kar_gmglobal__8000775c	gmGetClearcheckerTypeP_2	asm/gmglobal.s	category not enabled
skip	game_asm	800077e0	kar_gmglobal__near_800077e0	gmGet_80536EDC_Ptr	asm/gmglobal.s	category not enabled
skip	game_asm	800077f0	kar_gmglobal__near_800077f0	gmGet_80536EDC_Array	asm/gmglobal.s	category not enabled
skip	game_asm	80007968	kar_gmglobal__near_80007968	hwDeactivateStudio	asm/gmglobal.s	category not enabled
skip	game_asm	80007988	kar_gmglobal__near_80007988	salStartAi	asm/gmglobal.s	category not enabled
skip	game_asm	800082a0	kar_gmlanmenu__800082a0	menuGetNextMenuID	asm/gmglobal.s	category not enabled
skip	game_asm	800082d0	kar_gmglobal__near_800082d0	loadMain_Two	asm/gmglobal.s	category not enabled
skip	game_asm	80008ad4	kar_gmglobal__near_80008ad4	loadMain_One	asm/gmglobal.s	category not enabled
skip	game_asm	800092b4	fn_800092B4	getPlayerCount	asm/gmglobal.s	category not enabled
skip	game_asm	80009394	fn_80009394	setMap	asm/gmglobal.s	category not enabled
skip	game_asm	800095a0	fn_800095A0	EnableMetroTRKInterrupts	asm/gmglobal.s	category not enabled
skip	game_asm	8000aa2c	fn_8000AA2C	playerDies	asm/gmglobal.s	category not enabled
skip	game_asm	8000aaf0	fn_8000AAF0	getMaxStatsValue	asm/gmglobal.s	category not enabled
skip	game_asm	8000ab1c	fn_8000AB1C	getMinStatsValue	asm/gmglobal.s	category not enabled
skip	game_asm	8000acb0	kar_diag__8000acb0	getTrialFlag	asm/gmglobal.s	category not enabled
skip	game_asm	8000aea8	kar_gmracenormal__8000aea8	menu_getCurrentMenuID	asm/gmglobal.s	category not enabled
skip	game_asm	8000b62c	fn_8000B62C	loadCSS_CityTrial_initTimerValue	asm/gmglobal.s	category not enabled
skip	game_asm	8000bba0	kar_gmlanmenu__8000bba0	loadMainMenuMusic	asm/gmglobal.s	category not enabled
skip	game_asm	8000d26c	kar_gmautodemo_start_opening_movie	loadTitlePlayer	asm/gmglobal.s	category not enabled
skip	game_asm	8000fc70	kar_gm_assets__asset_8000fc70	gmLoadData	asm/gmautodemo.s	category not enabled
skip	game_asm	80010bbc	kar_gmautodemo__near_80010bbc	race3D_isFinished	asm/text_80010BBC.s	category not enabled
skip	game_asm	800135ec	kar_gmracecommon__near_800135ec	loadPlayer	asm/text_80010BBC.s	category not enabled
skip	game_asm	80013b08	kar_gmracenormal__80013b08	renderPlayerCam	asm/text_80010BBC.s	category not enabled
skip	game_asm	800181b0	fn_800181B0	menuInputGrabber	asm/text_80010BBC.s	category not enabled
skip	game_asm	80018548	kar_gmlanmenu__80018548	loadMainMenu	asm/text_80010BBC.s	category not enabled
skip	game_asm	800189e4	fn_800189E4	goTo_menuInputGrabber	asm/text_80010BBC.s	category not enabled
skip	game_asm	8001ae7c	fn_8001AE7C	hwIRQLeaveCritical	asm/text_80010BBC.s	category not enabled
skip	game_asm	8001ee60	fn_8001EE60	cityTrial_gameSettingsThink	asm/text_80010BBC.s	category not enabled
skip	game_asm	80021654	fn_80021654	CSS_airRide_colorChanger	asm/text_80010BBC.s	category not enabled
skip	game_asm	80023600	fn_80023600	loadCPU	asm/text_80010BBC.s	category not enabled
skip	game_asm	80024d04	fn_80024D04	CSS_airRide_chooseVehicleInputGrabber	asm/text_80010BBC.s	category not enabled
skip	game_asm	80026110	fn_80026110	CSS_airRide_inputGrabberReadyScreen	asm/text_80010BBC.s	category not enabled
skip	game_asm	80026f20	fn_80026F20	CSS_airRide_inputGrabber	asm/text_80010BBC.s	category not enabled
skip	game_asm	80027fa4	fn_80027FA4	CSS_airRide_FreeRuInputGrabber	asm/text_80010BBC.s	category not enabled
skip	game_asm	8002860c	fn_8002860C	CSS_airRide_Main	asm/text_80010BBC.s	category not enabled
skip	game_asm	8002a3e0	fn_8002A3E0	goToCSS_airRide_Main	asm/text_80010BBC.s	category not enabled
skip	game_asm	8002a400	fn_8002A400	CSS_topRide_colorChanger	asm/text_80010BBC.s	category not enabled
skip	game_asm	8002e3c4	fn_8002E3C4	CSS_stadium_getSelectableMachines	asm/text_80010BBC.s	category not enabled
skip	game_asm	8002f238	fn_8002F238	CSS_cityTrial_colorChanger	asm/text_80010BBC.s	category not enabled
skip	game_asm	80032d34	fn_80032D34	CSS_inputGrabber	asm/text_80010BBC.s	category not enabled
skip	game_asm	80038d6c	fn_80038D6C	loadCSS_CityTrialMain	asm/text_80010BBC.s	category not enabled
skip	game_asm	80039e20	fn_80039E20	loadCSS_CityTrialStadium	asm/text_80010BBC.s	category not enabled
skip	game_asm	8003a904	fn_8003A904	loadCSS_CityTrialFree	asm/text_80010BBC.s	category not enabled
skip	game_asm	8003b2c0	fn_8003B2C0	loadCSS_CityTrial	asm/text_80010BBC.s	category not enabled
skip	game_asm	8003f6cc	kar_gmracenormal__8003f6cc	menu_cityTrial_checkMode	asm/text_80010BBC.s	category not enabled
skip	game_asm	800406dc	fn_800406DC	isStadiumTrialRemain	asm/text_80010BBC.s	category not enabled
skip	game_asm	80040b80	fn_80040B80	vsDedede_CPU_Cheating	asm/text_80010BBC.s	category not enabled
skip	game_asm	80040e7c	fn_80040E7C	pauseMain	asm/text_80010BBC.s	category not enabled
skip	game_asm	800476b8	kar_gmdialogue__near_800476b8	bootMenu	asm/text_80010BBC.s	category not enabled
skip	game_asm	80052c40	kar_gmlanmenu__near_80052c40	HSD_FogAdjGetFlags	asm/text_80010BBC.s	category not enabled
skip	game_asm	80052c8c	HSD_DObjGetNext	HSD_DObjGetNext	asm/text_80010BBC.s	category not enabled
skip	game_asm	80054904	kar_lbairride__80054904	sAObjAnimeAll	asm/text_80010BBC.s	category not enabled
skip	game_asm	80055a30	kar_lbairride__near_80055a30	sAddAnimAll	asm/text_80010BBC.s	category not enabled
skip	game_asm	800560ac	kar_lbairride__near_800560ac	HSD_TObjAddAnimAll	asm/text_80010BBC.s	category not enabled
skip	game_asm	80059a20	kar_lbarchive__80059a20	lbLoadArchive	asm/text_80010BBC.s	category not enabled
skip	game_asm	80059d50	kar_lbarchive__near_80059d50	HasCamera	asm/text_80010BBC.s	category not enabled
skip	game_asm	8005e1a8	kar_lbaudio__near_8005e1a8	lbLoadMusicLocation	asm/text_80010BBC.s	category not enabled
skip	game_asm	80061658	kar_lbaudio__near_80061658	playSoundFX_menuSound	asm/text_80060ED0.s	category not enabled
skip	game_asm	800616c8	kar_lbaudio__near_800616c8	CSS_playerQuit	asm/text_80060ED0.s	category not enabled
skip	game_asm	800616fc	kar_lbaudio__near_800616fc	CSS_playSoundFX	asm/text_80060ED0.s	category not enabled
skip	game_asm	80066d1c	kar_lbfade_load_overlay_cobj	InitCamera	asm/text_80060ED0.s	category not enabled
skip	game_asm	80071cc0	kar_lb_assets__asset_80071cc0	lbLoadRumble	asm/text_80060ED0.s	category not enabled
skip	game_asm	80071d00	kar_lbkdcoll__near_80071d00	Rumble	asm/text_80060ED0.s	category not enabled
skip	game_asm	80077fc0	kar_lbhvqm__near_80077fc0	HVQM4PlayerExSetAudioFilter	asm/text_80060ED0.s	category not enabled
skip	game_asm	80077ff4	kar_lbhvqm__near_80077ff4	HVQM4PlayerExGetAudioFilter	asm/text_80060ED0.s	category not enabled
skip	game_asm	80078990	kar_lbhvqm__near_80078990	debug_memCard_reqSave	asm/text_80060ED0.s	category not enabled
skip	game_asm	80078c3c	kar_lbhvqm__near_80078c3c	debug_memCard_reqDelete	asm/text_80060ED0.s	category not enabled
skip	game_asm	80078f98	kar_lb_assets__asset_80078f98	lbLoadMcGame	asm/text_80060ED0.s	category not enabled
skip	game_asm	8007ade8	shadowRendering	shadowRendering	asm/text_80060ED0.s	category not enabled
skip	game_asm	8007b284	makeShadow	makeShadow	asm/text_80060ED0.s	category not enabled
skip	game_asm	8007b770	kar_shadow__near_8007b770	initBroadbandInfo	asm/text_80060ED0.s	category not enabled
skip	game_asm	8007cf78	kar_db_assets__asset_8007cf78	dbLoadCommon	asm/text_80060ED0.s	category not enabled
skip	game_asm	8008115c	fn_8008115C	debug_mainSpawnStar	asm/text_80060ED0.s	category not enabled
skip	game_asm	8008134c	fn_8008134C	debug_SpawnItems	asm/text_80060ED0.s	category not enabled
skip	game_asm	800a3754	kar_dbmapzone__near_800a3754	debug_Race3D_loadLocations	asm/text_80060ED0.s	category not enabled
skip	game_asm	800ab2d4	kar_textlib__800ab2d4	debugInitMenu	asm/text_80060ED0.s	category not enabled
skip	game_asm	800ab50c	kar_textlib__near_800ab50c	debugPutSpace	asm/text_80060ED0.s	category not enabled
skip	game_asm	800ab78c	kar_textlib__near_800ab78c	dbPutString	asm/text_80060ED0.s	category not enabled
skip	game_asm	800ac500	kar_textlib__near_800ac500	debug_mainMenuThink	asm/text_80060ED0.s	category not enabled
skip	game_asm	800aca04	kar_textlib__near_800aca04	debug_openSubMenu	asm/text_80060ED0.s	category not enabled
skip	game_asm	800ad244	fn_800AD244	debug_subMenu_InBetween1	asm/text_80060ED0.s	category not enabled
skip	game_asm	800ad97c	kar_smsoundtest__near_800ad97c	debug_openRace3DMode	asm/db_800AD79C.s	category not enabled
skip	game_asm	800ad9f4	kar_smsoundtest__near_800ad9f4	debug_openRace2DMode	asm/db_800AD79C.s	category not enabled
skip	game_asm	800ada30	kar_smsoundtest__near_800ada30	debug_openOptionMode	asm/db_800AD79C.s	category not enabled
skip	game_asm	800ada94	kar_smsoundtest__near_800ada94	debug_openClearCheck	asm/db_800AD79C.s	category not enabled
skip	game_asm	800adb24	kar_smsoundtest__near_800adb24	debug_openSoundTest	asm/db_800AD79C.s	category not enabled
skip	game_asm	800adb90	kar_smsoundtest__near_800adb90	debug_openRumbleTest	asm/db_800AD79C.s	category not enabled
skip	game_asm	800adbf4	kar_smsoundtest__near_800adbf4	debug_openMovieTest	asm/db_800AD79C.s	category not enabled
skip	game_asm	800adc58	kar_smsoundtest__near_800adc58	debug_openMemcardTest	asm/db_800AD79C.s	category not enabled
skip	game_asm	800adcbc	kar_smsoundtest__near_800adcbc	debug_openEndingTest	asm/db_800AD79C.s	category not enabled
skip	game_asm	800add20	kar_smsoundtest__near_800add20	debug_openLANEmulate	asm/db_800AD79C.s	category not enabled
skip	game_asm	800add84	kar_smsoundtest__near_800add84	debug_openLANMenuTest	asm/db_800AD79C.s	category not enabled
skip	game_asm	800adde8	kar_smsoundtest__near_800adde8	debug_openSyncTest	asm/db_800AD79C.s	category not enabled
skip	game_asm	800af594	kar_smsoundtest__near_800af594	debug_movieTestinBetween	asm/text_800AF474.s	category not enabled
skip	game_asm	800afdf8	kar_objalloc__near_800afdf8	menu_loadLANMenu	asm/text_800AF474.s	category not enabled
skip	game_asm	800b67cc	kar_camera__near_800b67cc	cameraControlThink	asm/text_800AF474.s	category not enabled
skip	game_asm	800bc054	kar_grlib2__near_800bc054	pauseZoomIntoPlayers	asm/text_800AF474.s	category not enabled
skip	game_asm	800bc17c	kar_grlib2__near_800bc17c	pauseMain_unfreezeCamera	asm/text_800AF474.s	category not enabled
skip	game_asm	800bc3e0	kar_cm_assets__asset_800bc3e0	cmLoadCommon	asm/text_800AF474.s	category not enabled
skip	game_asm	800c04b0	fn_800C04B0	cameraControl	asm/text_800AF474.s	category not enabled
skip	game_asm	800ce270	kar_ground__800ce270	grInitObject	asm/text_800AF474.s	category not enabled
skip	game_asm	800ce754	kar_gr_assets__asset_800ce754	grLoadCommon	asm/text_800AF474.s	category not enabled
skip	game_asm	800ce7a0	kar_grdata__800ce7a0	grLoadGroundArchive	asm/text_800AF474.s	category not enabled
skip	game_asm	800ce924	kar_gr_assets__asset_800ce924	grLoadCityEventArchive	asm/text_800AF474.s	category not enabled
skip	game_asm	800ceab8	kar_grdata__near_800ceab8	grGetGroundMinimapScale	asm/text_800AF474.s	category not enabled
skip	game_asm	800d1434	kar_grcommon_get_yakumonopos_num	grGetYakumonoposNum	asm/text_800AF474.s	category not enabled
skip	game_asm	800da518	kar_grparts__near_800da518	grGetItemData	asm/text_800AF474.s	category not enabled
skip	game_asm	800e3f80	kar_grnullpos_init_stage_null_positions	grSetupNullpos	asm/text_800AF474.s	category not enabled
skip	game_asm	800ee778	kar_greventgenerator_request_event_kind	eventInit	asm/text_800AF474.s	category not enabled
skip	game_asm	800f25b4	kar_grairglider_cleanup_spawned_enemies	parse_Stage.dat	asm/text_800AF474.s	category not enabled
skip	game_asm	8010f268	kar_grcity1_create_stage_city_yaku_objects	grYakuUpdate	asm/grcity1.s	category not enabled
skip	game_asm	8010f7c4	kar_grcity1_patch_asset_material_anim_params	grSetupCityEventData	asm/grcity1.s	category not enabled
skip	game_asm	80110184	kar_grcolosseum1_event_kind4d_init_shuffle_positions	event_dynablade_start	asm/text_8010F854.s	category not enabled
skip	game_asm	8011024c	kar_grcolosseum1_event_kind4d_update_spawn_until_timeout	event_dynablade	asm/text_8010F854.s	category not enabled
skip	game_asm	80110448	kar_grcolosseum1_event_kind4d_cleanup_reset_positions	event_dynablade_end2	asm/text_8010F854.s	category not enabled
skip	game_asm	801104cc	kar_grcolosseum1_event_kind4c_init_boxgenerator_state	event_tac_start	asm/text_8010F854.s	category not enabled
skip	game_asm	801104fc	kar_grcolosseum1_event_kind4c_update_spawn_until_gone	event_tac	asm/text_8010F854.s	category not enabled
skip	game_asm	80112af8	kar_greventlighthouse_set_ui_refresh_flag	THPSimpleAudioStop	asm/text_8010F854.s	category not enabled
skip	game_asm	80112b0c	kar_greventlighthouse_clear_ui_refresh_flag	THPSimpleAudioStop2	asm/text_8010F854.s	category not enabled
skip	game_asm	80116d8c	fn_80116D8C	cityTrial_calculateStats	asm/text_801166B4.s	category not enabled
skip	game_asm	801247e0	fn_801247E0	drawHUD_renderMap	asm/text_801166B4.s	category not enabled
skip	game_asm	80127234	fn_80127234	cityTrial_drawStatNameAndArrow	asm/text_801166B4.s	category not enabled
skip	game_asm	80127864	fn_80127864	stadiumPrediction	asm/text_801166B4.s	category not enabled
skip	game_asm	8013540c	fn_8013540C	CSS_initDescriptionText	asm/text_801166B4.s	category not enabled
skip	game_asm	801354d4	fn_801354D4	CSS_updatePlayerIndicatorColorInside	asm/text_801166B4.s	category not enabled
skip	game_asm	801354f4	fn_801354F4	CSS_updatePlayerSelectFrame	asm/text_801166B4.s	category not enabled
skip	game_asm	801a5fb8	fn_801A5FB8	randomAbility_mainLoop	asm/text_801166B4.s	category not enabled
skip	game_asm	801a61d4	fn_801A61D4	randomAbility_giveAbility	asm/text_801166B4.s	category not enabled
skip	game_asm	801a81a4	fn_801A81A4	cityTrial_collideWithAbility	asm/text_801166B4.s	category not enabled
skip	game_asm	801b5480	fn_801B5480	ability_Bird	asm/text_801166B4.s	category not enabled
skip	game_asm	801c6d0c	kar_vc_assets__asset_801c6d0c	vcLoadCommon	asm/text_801166B4.s	category not enabled
skip	game_asm	801c6d74	fn_801C6D74	vcLoadVehicleArchive	asm/text_801166B4.s	category not enabled
skip	game_asm	801c81c0	fn_801C81C0	cityTrial_getMasterStats	asm/text_801166B4.s	category not enabled
skip	game_asm	801dd2fc	fn_801DD2FC	setOnVehicleValue	asm/text_801D443C.s	category not enabled
skip	game_asm	801defac	kar_vcgenerator__801defac	cityTrialSpawnStar	asm/text_801D443C.s	category not enabled
skip	game_asm	801df408	kar_vcgenerator__near_801df408	cityTrialSpawnFormationStar	asm/text_801D443C.s	category not enabled
skip	game_asm	801df840	kar_vcgenerator__near_801df840	cityTrialCheckToSpawnStar	asm/text_801D443C.s	category not enabled
skip	game_asm	801e0cbc	fn_801E0CBC	SAV2_fn_ucGetNumberOfExistingSave	asm/text_801D443C.s	category not enabled
skip	game_asm	801e2df8	fn_801E2DF8	operator.delete	asm/text_801D443C.s	category not enabled
skip	game_asm	801ed720	kar_mpcoll__near_801ed720	scale	asm/text_801D443C.s	category not enabled
skip	game_asm	8022c67c	kar_plclearchecker_get_template_byte_08c	plGetPlayerColor	asm/text_801D443C.s	category not enabled
skip	game_asm	8022c694	kar_plclearchecker_set_template_byte_08c	plSetPlayerColor	asm/text_801D443C.s	category not enabled
skip	game_asm	8022c858	kar_plclearcheckerlib__near_8022c858	plGetPlayerKind	asm/text_801D443C.s	category not enabled
skip	game_asm	80257158	fn_80257158	Box_CheckHP	asm/text_801D443C.s	category not enabled
skip	game_asm	802582dc	fn_802582DC	Box_Break	asm/text_801D443C.s	category not enabled
skip	game_asm	802d9ec0	fn_802D9EC0	GetNumRounds	asm/a2d/a2d_gamesession.s	category not enabled
skip	game_asm	80315af0	fn_80315AF0	DevelopMode_CheckForDuplicateScreenshotAndSend	asm/a2d/a2d_kirbyjointanim.s	category not enabled
skip	game_asm	803272c0	kar_a2d_grindrail__near_803272c0	HSD_AObjLoadDesc_	asm/a2d/a2d_grindrail.s	category not enabled
skip	game_asm	8037102c	fn_8037102C	HVQM4PlayerExControlCheckNormal	asm/a2d/a2d_kurakko.s	category not enabled
same	runtime_sdk	803ad0a0	__va_arg	__va_arg	asm/runtime/__va_arg.s	already named
same	runtime_sdk	803ad168	__destroy_global_chain	__destroy_global_chain	asm/runtime/global_destructor_chain.s	already named
same	runtime_sdk	803ad1b0	__register_global_object	__register_global_object	asm/runtime/global_destructor_chain.s	already named
rename	runtime_sdk	803ad1c8	fn_803AD1C8	__destroy_new_array2	asm/runtime/global_destructor_chain.s	generic local name
rename	runtime_sdk	803ad248	fn_803AD248	__destroy_arr	asm/runtime/NMWException.s	generic local name
rename	runtime_sdk	803ad2c0	fn_803AD2C0	__construct_array	asm/runtime/NMWException.s	generic local name
skip	runtime_sdk	803ad3bc	dtor_803AD3BC	__partial_array_destructor	asm/runtime/NMWException.s	local name is non-generic
rename	runtime_sdk	803ad474	fn_803AD474	__throw_catch_compare	asm/runtime/NMWException.s	generic local name
rename	runtime_sdk	803ad6a0	fn_803AD6A0	unexpected	asm/runtime/NMWException.s	generic local name
rename	runtime_sdk	803ad6c8	fn_803AD6C8	terminate	asm/runtime/NMWException.s	generic local name
rename	runtime_sdk	803ad6f0	fn_803AD6F0	set_terminate	asm/runtime/NMWException.s	generic local name
rename	runtime_sdk	803ad718	fn_803AD718	dthandler	asm/runtime/NMWException.s	generic local name
rename	runtime_sdk	803ada2c	fn_803ADA2C	__cvt_fp2unsigned	asm/runtime/runtime.s	generic local name
same	runtime_sdk	803ada88	__save_fpr	__save_fpr	asm/runtime/runtime.s	already named
skip	runtime_sdk	803ada88	_savefpr_14	__save_fpr	asm/runtime/runtime.s	local name is non-generic
same	runtime_sdk	803adab4	_savefpr_25	_savefpr_25	asm/runtime/runtime.s	already named
same	runtime_sdk	803adabc	_savefpr_27	_savefpr_27	asm/runtime/runtime.s	already named
same	runtime_sdk	803adad4	__restore_fpr	__restore_fpr	asm/runtime/runtime.s	already named
skip	runtime_sdk	803adad4	_restfpr_14	__restore_fpr	asm/runtime/runtime.s	local name is non-generic
same	runtime_sdk	803adb00	_restfpr_25	_restfpr_25	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb08	_restfpr_27	_restfpr_27	asm/runtime/runtime.s	already named
skip	runtime_sdk	803adb20	__save_gpr	_savegpr_14	asm/runtime/runtime.s	local name is non-generic
same	runtime_sdk	803adb20	_savegpr_14	_savegpr_14	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb24	_savegpr_15	_savegpr_15	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb28	_savegpr_16	_savegpr_16	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb2c	_savegpr_17	_savegpr_17	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb30	_savegpr_18	_savegpr_18	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb34	_savegpr_19	_savegpr_19	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb38	_savegpr_20	_savegpr_20	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb3c	_savegpr_21	_savegpr_21	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb40	_savegpr_22	_savegpr_22	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb44	_savegpr_23	_savegpr_23	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb48	_savegpr_24	_savegpr_24	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb4c	_savegpr_25	_savegpr_25	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb50	_savegpr_26	_savegpr_26	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb54	_savegpr_27	_savegpr_27	asm/runtime/runtime.s	already named
skip	runtime_sdk	803adb6c	__restore_gpr	_restgpr_14	asm/runtime/runtime.s	local name is non-generic
same	runtime_sdk	803adb6c	_restgpr_14	_restgpr_14	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb70	_restgpr_15	_restgpr_15	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb74	_restgpr_16	_restgpr_16	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb78	_restgpr_17	_restgpr_17	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb7c	_restgpr_18	_restgpr_18	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb80	_restgpr_19	_restgpr_19	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb84	_restgpr_20	_restgpr_20	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb88	_restgpr_21	_restgpr_21	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb8c	_restgpr_22	_restgpr_22	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb90	_restgpr_23	_restgpr_23	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb94	_restgpr_24	_restgpr_24	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb98	_restgpr_25	_restgpr_25	asm/runtime/runtime.s	already named
same	runtime_sdk	803adb9c	_restgpr_26	_restgpr_26	asm/runtime/runtime.s	already named
same	runtime_sdk	803adba0	_restgpr_27	_restgpr_27	asm/runtime/runtime.s	already named
same	runtime_sdk	803adbb8	__div2u	__div2u	asm/runtime/runtime.s	already named
rename	runtime_sdk	803adca4	fn_803ADCA4	__div2i	asm/runtime/runtime.s	generic local name
same	runtime_sdk	803adddc	__mod2u	__mod2u	asm/runtime/runtime.s	already named
rename	runtime_sdk	803adec0	fn_803ADEC0	__mod2i	asm/runtime/runtime.s	generic local name
same	runtime_sdk	803adfcc	__shl2i	__shl2i	asm/runtime/runtime.s	already named
same	runtime_sdk	803adff0	__shr2u	__shr2u	asm/runtime/runtime.s	already named
same	runtime_sdk	803ae014	__shr2i	__shr2i	asm/runtime/runtime.s	already named
rename	runtime_sdk	803ae03c	fn_803AE03C	__cvt_sll_flt	asm/runtime/runtime.s	generic local name
rename	runtime_sdk	803ae0f0	fn_803AE0F0	__cvt_dbl_usll	asm/runtime/runtime.s	generic local name
skip	runtime_sdk	803ae1bc	GetR2__Fv	GetR2	asm/runtime/__init_cpp_exceptions.s	local name is non-generic
same	runtime_sdk	803ae1c4	__fini_cpp_exceptions	__fini_cpp_exceptions	asm/runtime/__init_cpp_exceptions.s	already named
same	runtime_sdk	803ae1f8	__init_cpp_exceptions	__init_cpp_exceptions	asm/runtime/__init_cpp_exceptions.s	already named
rename	runtime_sdk	803ae238	fn_803AE238	ExPPC_UnwindStack	asm/runtime/Gecko_ExceptionPPC.s	generic local name
rename	runtime_sdk	803ae33c	fn_803AE33C	ExPPC_IsInSpecification	asm/runtime/Gecko_ExceptionPPC.s	generic local name
rename	runtime_sdk	803ae44c	fn_803AE44C	ExPPC_LongJump	asm/runtime/Gecko_ExceptionPPC.s	generic local name
rename	runtime_sdk	803ae550	fn_803AE550	__throw	asm/runtime/Gecko_ExceptionPPC.s	generic local name
rename	runtime_sdk	803ae694	fn_803AE694	__end__catch	asm/runtime/Gecko_ExceptionPPC.s	generic local name
rename	runtime_sdk	803ae6d8	fn_803AE6D8	ExPPC_ThrowHandler	asm/runtime/Gecko_ExceptionPPC.s	generic local name
rename	runtime_sdk	803aeae8	fn_803AEAE8	__unexpected	asm/runtime/Gecko_ExceptionPPC.s	generic local name
skip	runtime_sdk	803af884	kar_diag__803af884	__sys_alloc	asm/runtime/GCN_mem_alloc.s	local name is non-generic
same	runtime_sdk	803af93c	exit	exit	asm/abort_exit.s	already named
rename	runtime_sdk	803afa2c	fn_803AFA2C	abort	asm/abort_exit.s	generic local name
skip	game_asm	803affec	__close_all	__close_all	asm/text_803AFAC8.s	category not enabled
